months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
79,28,621387,1999-11-14,OH,100/300,568,1001.82,6181141,455940,MALE,PhD,prof-specialty,skydiving,own-child,259,-64740,2015-02-24,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,PA,Northbend,6317 Best St,6,3,U,2,2,NO,5146,1442,11346,38470,Suburu,Camry,2003,N
257,39,388863,1995-04-16,OH,250/500,950,1918.52,-85602,470382,FEMALE,High School,prof-specialty,camping,husband,42271,0,2015-02-01,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Arlington,7112 Weaver Ave,19,1,YES,2,2,YES,78261,12111,4103,39481,Jeep,ML350,2002,Y
266,49,864419,1991-12-25,OH,250/500,966,1744.87,-25472,465067,MALE,Associate,tech-support,exercise,not-in-family,1503,-22280,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,4965 MLK Drive,15,1,NO,1,0,NO,69274,13908,12456,20245,Dodge,F150,2002,N
205,49,468398,2014-11-14,OH,100/300,980,1721.92,220660,464981,MALE,High School,protective-serv,bungie-jumping,unmarried,4697,-39249,2015-01-11,Parked Car,U,Trivial Damage,None,NY,Riverwood,9529 4th Drive,6,1,NO,1,3,NO,11679,1636,1168,8864,Accura,E400,2009,N
262,27,856788,2001-10-19,IL,100/300,965,2033.8,-182897,480640,FEMALE,Masters,machine-op-inspct,movies,unmarried,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,9935 4th Drive,22,1,YES,2,1,NO,83102,17874,7524,36242,Saab,F150,2011,Y
479,37,872052,1993-08-30,IN,250/500,977,1742.73,-14596,486177,MALE,High School,farming-fishing,bungie-jumping,unmarried,325,0,2015-01-06,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Riverwood,2865 Maple Lane,23,1,NO,1,0,NO,16175,8975,8732,50707,Mercedes,Jetta,2012,N
107,27,329083,2007-02-07,OH,250/500,1914,1887.94,2732797,473541,MALE,College,farming-fishing,chess,unmarried,0,0,2015-02-26,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Arlington,5790 Flute Ridge,14,1,YES,2,2,NO,83837,12237,14004,37900,Toyota,Fusion,2003,Y
265,49,633151,2011-06-25,IL,250/500,500,1804.51,17847,458329,FEMALE,JD,farming-fishing,video-games,not-in-family,0,-2162,2015-02-12,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbrook,9523 Solo Hwy,0,1,U,2,3,YES,67696,16887,7472,50759,Accura,TL,2008,N
451,32,972521,1991-02-11,IN,250/500,537,1575.73,-82338,478409,MALE,JD,protective-serv,kayaking,unmarried,1703,-28119,2015-02-18,Multi-vehicle Collision,Front Collision,Major Damage,Police,VA,Northbend,8624 Francis Ave,20,1,YES,2,2,NO,92699,16024,6186,60472,Jeep,Tahoe,2009,Y
419,26,776174,2007-03-03,OH,250/500,978,1607.59,241710,448310,MALE,MD,protective-serv,dancing,unmarried,68534,-12587,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,7877 Sky Lane,3,1,YES,2,2,YES,70322,11195,6333,44041,Nissan,Maxima,2002,Y
320,43,731826,2013-04-24,OH,100/300,510,1257.98,-24139,620962,FEMALE,PhD,armed-forces,exercise,wife,2695,0,2015-02-28,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3397 5th Ave,21,3,YES,2,2,U,90069,11869,8381,45850,Audi,Camry,2000,N
422,22,852226,1995-10-12,IL,500/1000,1030,1522.88,101866,615438,FEMALE,Associate,transport-moving,exercise,husband,4051,0,2015-02-16,Parked Car,U,Trivial Damage,None,NY,Northbrook,5459 MLK Ave,3,1,U,1,2,U,8143,926,243,1707,Jeep,Malibu,1996,N
190,51,867588,1999-09-29,IL,500/1000,990,1777.21,-9448,471154,FEMALE,MD,priv-house-serv,sleeping,unmarried,628,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Columbus,2469 Francis Lane,0,1,YES,2,3,NO,82543,10669,7145,34504,Toyota,Forrestor,1995,N
289,30,714895,2002-12-21,OH,500/1000,965,1473.67,-7636,455371,MALE,Masters,other-service,basketball,unmarried,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,2352 Sky Drive,0,3,NO,1,2,U,103253,2478,6783,67445,Mercedes,Grand Cherokee,1995,N
431,41,390928,1998-01-19,IN,250/500,500,1310.68,3705811,443465,FEMALE,High School,exec-managerial,dancing,own-child,23267,-50338,2015-01-01,Vehicle Theft,Rear Collision,Total Loss,Other,NY,Riverwood,5914 Oak Ave,9,3,U,1,1,U,78630,4062,10320,46967,Suburu,Passat,2004,Y
132,36,928522,2010-09-26,OH,250/500,500,1573.08,-43351,474624,FEMALE,PhD,prof-specialty,skydiving,not-in-family,0,-47071,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7253 MLK St,12,3,U,2,3,NO,75838,8037,7038,59099,Nissan,CRV,2004,N
419,25,601525,1994-08-23,IN,250/500,976,1731.62,147132,490774,MALE,Masters,armed-forces,kayaking,not-in-family,3044,0,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Hillsdale,6955 Pine Drive,14,3,YES,0,1,NO,87458,14904,15765,42827,Suburu,C300,1998,N
291,40,922732,2008-02-25,IN,500/1000,500,1639.43,30761,591868,MALE,Masters,sales,polo,unmarried,41103,0,2015-01-23,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Northbend,6256 Elm St,15,1,YES,1,2,U,97536,10064,8408,67890,Toyota,Pathfinder,2000,N
479,41,257170,2004-01-02,OH,250/500,548,1351.14,53794,432349,FEMALE,PhD,machine-op-inspct,bungie-jumping,unmarried,48388,-91658,2015-02-06,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,6384 5th Ridge,10,1,YES,2,1,U,93569,9325,16092,54204,Toyota,Pathfinder,2007,N
123,30,880353,2007-04-30,IL,500/1000,2000,1588.1,36622,453659,FEMALE,JD,tech-support,exercise,unmarried,0,0,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Arlington,7628 4th Lane,10,1,YES,2,3,U,84545,13117,11887,53863,Jeep,95,2008,Y
303,42,902108,2002-12-28,IL,250/500,997,1388.52,44265,482715,FEMALE,College,priv-house-serv,yachting,husband,2309,0,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbrook,4369 Maple Lane,2,3,U,1,3,U,83517,18014,5076,30785,Accura,A3,2003,N
182,31,689418,2004-09-19,IN,100/300,500,1488.33,-62726,478546,FEMALE,MD,protective-serv,base-jumping,husband,2416,0,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Hillsdale,5071 Flute Ridge,4,1,YES,2,2,YES,84849,7068,14501,60284,Nissan,Jetta,1996,Y
209,24,316624,1990-10-02,OH,250/500,515,1673.99,95131,446646,FEMALE,JD,machine-op-inspct,base-jumping,unmarried,0,-1636,2015-02-27,Multi-vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbend,2787 MLK St,12,2,NO,2,3,NO,81062,6244,5085,44416,Accura,Forrestor,1997,N
378,35,267345,1992-01-05,IN,500/1000,500,1510.26,-26582,484043,MALE,MD,machine-op-inspct,golf,unmarried,0,0,2015-02-25,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Hillsdale,2430 MLK Ave,19,1,YES,2,3,NO,101717,6005,9556,37565,Nissan,A3,1998,N
247,22,822946,1993-12-07,OH,500/1000,943,1823.45,-77561,505222,FEMALE,JD,armed-forces,movies,not-in-family,1571,0,2015-02-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,7629 5th St,9,1,NO,2,3,U,67871,7630,17649,58620,Toyota,Camry,2012,N
284,42,536726,1995-07-16,IN,250/500,995,1835.97,67511,452073,FEMALE,JD,machine-op-inspct,dancing,husband,48522,-1242,2015-02-26,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,5383 Maple Drive,13,3,NO,2,3,NO,79173,3618,8304,60591,Toyota,Camry,2011,N
120,31,784933,2013-07-09,OH,250/500,935,1594.48,-72436,456869,MALE,High School,prof-specialty,camping,unmarried,939,0,2015-02-18,Parked Car,U,Minor Damage,None,NY,Arlington,9639 Britain Ridge,23,1,U,0,0,NO,9687,2070,1178,5712,Toyota,Camry,1999,N
189,30,348185,2012-12-22,IN,100/300,1005,1456.22,101741,620962,FEMALE,PhD,machine-op-inspct,chess,other-relative,3177,0,2015-01-15,Vehicle Theft,U,Trivial Damage,None,SC,Riverwood,4614 MLK Ave,9,1,NO,1,0,NO,15347,1961,2275,8111,Toyota,RAM,2011,N
351,40,867934,2000-10-03,IN,100/300,500,1082.29,63274,620962,FEMALE,High School,armed-forces,dancing,wife,3098,0,2015-01-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Arlington,5901 Elm Drive,16,1,YES,0,2,YES,103040,6835,9174,67635,Saab,E400,2000,Y
309,34,247928,2007-03-25,OH,500/1000,969,2047.59,5353,620962,FEMALE,Masters,sales,kayaking,unmarried,50603,-16607,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,8576 Andromedia St,16,1,U,1,2,U,92213,18088,15120,46644,Chevrolet,Camry,1995,N
294,35,415622,1994-02-10,IN,250/500,500,1831.06,145803,430644,MALE,MD,protective-serv,yachting,own-child,2567,0,2015-02-19,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,6309 Cherokee Ave,1,1,NO,2,3,U,94710,8665,7463,61445,Volkswagen,RAM,2002,N
202,39,999435,2001-05-24,IN,250/500,500,1396.41,-2937,617764,MALE,JD,other-service,golf,unmarried,793,-12978,2015-01-12,Vehicle Theft,Side Collision,Total Loss,None,PA,Riverwood,4826 5th St,20,1,U,0,1,NO,12719,14617,6661,55807,Volkswagen,Tahoe,2005,Y
479,31,999435,1995-04-16,IL,500/1000,977,1102.8,47187,457982,FEMALE,Masters,machine-op-inspct,camping,husband,1018,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,6550 Andromedia St,22,1,U,1,2,NO,79613,12684,8232,48304,Chevrolet,Camry,2012,N
251,34,126604,2006-05-24,OH,500/1000,986,1469.93,32463,446855,MALE,JD,prof-specialty,exercise,own-child,52510,-77236,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Hillsdale,6501 5th Drive,4,2,YES,2,1,U,59766,10998,12196,46018,Dodge,TL,2014,Y
103,48,548507,2011-07-31,IN,250/500,599,1072.34,-40387,615289,MALE,PhD,craft-repair,polo,own-child,70565,-2949,2015-01-15,Parked Car,Side Collision,Minor Damage,Other,NY,Springfield,6128 Elm Lane,14,3,YES,2,3,U,27235,5592,12309,20517,Ford,95,2002,Y
281,24,855088,2003-01-18,OH,500/1000,2000,1808.12,145438,609801,FEMALE,Masters,other-service,video-games,unmarried,63969,0,2015-02-15,Parked Car,U,Trivial Damage,None,SC,Springfield,5074 3rd St,14,1,U,2,3,U,6233,1196,1166,3362,BMW,Civic,2007,N
476,35,999435,1994-09-12,IL,100/300,999,2036.84,118676,467867,FEMALE,MD,tech-support,movies,other-relative,2837,0,2015-01-02,Parked Car,U,Minor Damage,None,NY,Northbrook,7630 Rock Drive,7,1,YES,2,1,NO,5444,1400,766,5502,Jeep,Malibu,2002,N
432,36,711406,2006-07-12,IL,100/300,500,820.06,115158,453882,FEMALE,PhD,handlers-cleaners,movies,husband,72931,-75707,2015-02-07,Single Vehicle Collision,U,Total Loss,Other,PA,Hillsdale,8621 Best Ridge,20,3,YES,0,3,YES,72784,7223,20711,9307,Volkswagen,Tahoe,2007,Y
323,43,739385,2000-06-04,IN,500/1000,1015,1620.46,12340,620962,FEMALE,JD,armed-forces,chess,other-relative,2795,-44733,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,1248 MLK Ridge,12,1,U,2,0,NO,84789,7122,7485,58974,Toyota,MDX,2005,N
37,19,747801,2006-02-03,IN,500/1000,2000,1827.25,100149,468667,MALE,College,prof-specialty,dancing,own-child,40782,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Arlington,5790 Flute Ridge,17,3,U,0,2,U,81671,9756,19319,48240,Suburu,Highlander,2003,Y
332,41,962957,2012-07-29,IN,500/1000,500,1683.64,-1192,477964,MALE,PhD,armed-forces,base-jumping,unmarried,0,0,2015-01-23,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Northbrook,6493 Lincoln Lane,4,1,U,1,0,U,96654,6146,762,39816,Volkswagen,95,2013,N
192,23,999435,2009-02-08,IL,100/300,992,1440.79,-63888,487462,FEMALE,MD,exec-managerial,base-jumping,other-relative,44362,-65504,2015-02-02,Multi-vehicle Collision,U,Minor Damage,Police,PA,Hillsdale,3422 Flute St,19,1,YES,0,1,NO,47550,226,11136,40351,Volkswagen,ML350,2000,N
144,49,258684,1991-03-20,OH,250/500,500,1354.17,4269763,455366,MALE,Masters,transport-moving,paintball,other-relative,30031,-1102,2015-02-23,Parked Car,U,Total Loss,Ambulance,VA,Northbend,5093 Flute Lane,12,2,U,1,0,NO,3739,0,11548,62435,Chevrolet,93,2011,N
252,26,740003,2012-06-04,IL,100/300,1958,1605.43,207109,457468,MALE,College,transport-moving,exercise,other-relative,2779,0,2015-01-19,Parked Car,U,Minor Damage,None,SC,Northbrook,2711 Britain Ave,15,1,YES,1,3,NO,15655,652,2127,6436,Nissan,E400,2001,N
297,39,999435,1995-09-06,OH,250/500,998,1562.37,53003,469984,MALE,High School,armed-forces,polo,not-in-family,2570,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Riverwood,8548 Cherokee Ridge,9,1,U,1,3,YES,11913,5292,7629,2292,Toyota,3 Series,2004,Y
110,33,441922,1990-05-25,IN,250/500,1935,1468.98,7711930,451162,MALE,Masters,adm-clerical,reading,unmarried,54978,0,2015-01-13,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,5418 Britain Ave,5,3,U,1,3,U,52420,14490,7439,67542,BMW,F150,1999,Y
185,19,273751,2010-09-26,OH,500/1000,2000,986.22,24047,453497,MALE,JD,priv-house-serv,golf,other-relative,58796,-68640,2015-02-21,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Riverwood,5778 Pine Ridge,15,1,NO,0,2,U,67683,288,1799,45035,Mercedes,TL,2005,Y
273,39,777428,1991-12-14,OH,250/500,987,1761.58,158702,461233,FEMALE,College,protective-serv,basketball,wife,69708,0,2015-02-05,Vehicle Theft,U,Trivial Damage,None,VA,Northbrook,7098 Lincoln Hwy,14,1,U,1,3,NO,100,1340,1054,2985,Chevrolet,E400,2005,N
243,43,542625,1999-08-06,IN,500/1000,945,1653.57,-47269,459868,MALE,JD,sales,cross-fit,unmarried,34288,-33527,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Northbend,6390 Apache St,3,1,NO,0,3,YES,66403,11322,6914,35265,Nissan,Neon,2003,Y
479,36,940365,2001-01-02,IL,100/300,1004,1610.42,129331,467054,FEMALE,High School,sales,yachting,wife,4079,-57005,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2123 Texas Ave,20,1,YES,2,3,YES,94555,18641,8490,61393,Accura,MDX,2004,Y
329,27,653233,2000-10-03,IL,500/1000,500,1670.67,146562,614945,FEMALE,MD,priv-house-serv,board-games,wife,1592,0,2015-02-22,Vehicle Theft,U,Trivial Damage,Police,VA,Hillsdale,7098 Lincoln Hwy,8,1,U,2,2,YES,9139,2266,2609,2235,Nissan,A5,2009,N
324,24,626738,1991-08-22,OH,500/1000,949,1748.94,27605,474767,FEMALE,Masters,sales,yachting,unmarried,3370,0,2015-01-02,Vehicle Theft,U,Minor Damage,Fire,WV,Springfield,8125 Texas Ridge,6,1,NO,1,3,NO,1203,15506,2472,1406,Ford,RAM,2007,N
454,32,100804,1996-10-15,OH,250/500,2000,1488.99,-113312,485107,FEMALE,Masters,transport-moving,sleeping,wife,0,-82038,2015-02-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Hillsdale,8085 Andromedia St,23,3,YES,2,2,U,73402,6173,7863,60731,Nissan,Tahoe,2004,Y
115,35,100804,2012-10-11,OH,100/300,989,1296.12,27676,465443,FEMALE,Masters,other-service,yachting,wife,39909,-26167,2015-02-07,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,6317 Best St,0,1,YES,2,3,NO,78476,7890,11060,42673,Nissan,Highlander,2015,Y
74,30,340804,2013-07-09,OH,100/300,2000,1713.4,-112427,436891,MALE,MD,sales,chess,unmarried,35972,-695,2015-01-09,Parked Car,U,Total Loss,Other,VA,Springfield,3618 Sky Ave,13,3,NO,1,3,YES,68488,5599,9639,57658,Honda,Civic,2004,Y
168,39,768721,2000-10-03,OH,250/500,1012,1820.15,51349,456720,MALE,High School,farming-fishing,kayaking,unmarried,401,-33122,2015-02-26,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Northbrook,7701 Tree St,23,1,YES,1,3,NO,80736,18809,7694,9203,Chevrolet,Impreza,2013,Y
479,35,219774,1999-04-07,OH,500/1000,1020,1484.42,95819,460444,MALE,Masters,handlers-cleaners,skydiving,not-in-family,4000,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,8281 Lincoln Lane,11,3,U,0,2,U,102159,6608,7001,39317,Volkswagen,TL,1995,N
479,21,917476,2008-02-25,OH,250/500,1893,1348.29,86807,461435,FEMALE,JD,armed-forces,board-games,husband,779,-604,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Columbus,7721 Washington Ridge,18,1,U,0,3,YES,84609,15403,8653,50963,Chevrolet,ML350,1999,N
278,39,479779,2002-04-12,IL,500/1000,1831,1547.33,6544901,454467,MALE,Masters,transport-moving,base-jumping,own-child,55,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,3835 5th Ave,2,1,U,2,3,U,91189,9407,7899,45107,Volkswagen,X5,2004,N
229,19,999435,1991-05-06,IL,500/1000,999,732.46,127068,460330,FEMALE,PhD,priv-house-serv,video-games,wife,2375,-2538,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,2352 Sky Drive,17,1,U,2,2,NO,9797,13638,2389,52951,Accura,TL,2000,N
309,43,999435,2006-06-17,OH,500/1000,500,1631.48,-75981,490521,FEMALE,JD,tech-support,basketball,unmarried,0,-323,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Hillsdale,1126 Texas Hwy,6,3,YES,0,2,NO,82095,4159,7221,47494,Toyota,Jetta,2009,N
94,24,407339,1991-11-21,IL,250/500,500,1448.79,-38275,430104,MALE,JD,sales,chess,unmarried,39852,-36767,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,2865 Maple Lane,14,3,U,2,3,U,76924,8844,6735,51828,Dodge,RAM,1998,N
299,27,751678,2002-12-28,OH,500/1000,1021,1645.36,121948,593334,FEMALE,High School,tech-support,video-games,not-in-family,1718,-566,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,5236 Weaver Drive,11,1,U,2,2,NO,78462,12209,12201,34129,Chevrolet,Camry,2002,N
344,37,943036,1998-12-19,OH,250/500,500,1713.93,-31469,600641,MALE,MD,machine-op-inspct,kayaking,unmarried,90200,0,2015-01-30,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,4369 Maple Lane,11,3,NO,1,2,U,84337,7847,7028,29264,Chevrolet,Ultima,2000,N
120,31,924594,2012-10-11,IN,500/1000,500,1526.87,34755,482147,FEMALE,JD,craft-repair,board-games,wife,1513,-1403,2015-01-11,Vehicle Theft,Side Collision,Trivial Damage,Police,VA,Northbrook,7098 Lincoln Hwy,5,1,NO,2,2,YES,14806,1495,7501,7957,Chevrolet,A5,1995,N
125,41,977771,2003-02-11,IN,100/300,945,1662.3,-17156,443715,FEMALE,MD,tech-support,polo,own-child,0,0,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Fire,VA,Arlington,8586 1st Ridge,6,1,U,2,2,U,73379,15138,4594,49508,Volkswagen,RSX,2003,N
251,23,510818,2003-12-31,OH,500/1000,1918,1345.04,107572,615201,MALE,College,machine-op-inspct,exercise,not-in-family,0,-702,2015-01-01,Vehicle Theft,U,Minor Damage,None,VA,Hillsdale,8667 Weaver Lane,3,1,NO,0,3,NO,17939,0,1540,11326,Audi,TL,2005,N
479,36,866688,2013-04-20,IN,500/1000,1015,1585.78,21996,476876,FEMALE,Associate,adm-clerical,dancing,wife,0,-3277,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,9821 Francis Ave,1,1,YES,1,2,YES,100632,9310,7846,54503,Toyota,Pathfinder,2007,N
267,27,999435,2008-02-10,OH,100/300,500,1602.18,102931,449897,FEMALE,College,transport-moving,cross-fit,unmarried,62404,0,2015-01-10,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Northbend,8704 Britain Lane,20,3,YES,2,2,NO,65372,6927,2608,39185,Honda,Passat,2008,N
341,33,910398,2004-09-19,IN,250/500,958,1377.57,41176,470449,FEMALE,College,tech-support,kayaking,unmarried,40647,-25945,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,4519 Embaracadero St,19,1,U,2,2,NO,88380,14189,7859,71187,Nissan,A3,2011,N
126,33,439526,2012-12-22,IL,250/500,500,1507.96,-14907,479338,FEMALE,High School,adm-clerical,kayaking,husband,68016,0,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,6634 Texas Ridge,15,1,U,2,3,NO,89267,9394,7383,60232,Chevrolet,ML350,2010,N
151,27,929966,1991-11-09,OH,500/1000,940,1465.73,-73806,479294,FEMALE,MD,sales,bungie-jumping,other-relative,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Northbend,4268 2nd Ave,16,1,NO,2,0,U,114920,15136,6930,71614,Chevrolet,Malibu,2003,N
414,36,999435,2010-03-11,OH,500/1000,1002,1536.11,-20934,606934,FEMALE,Masters,protective-serv,polo,unmarried,1807,0,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Northbend,5790 Flute Ridge,23,1,YES,0,1,NO,67243,7577,16793,49678,Nissan,ML350,1996,Y
217,40,860229,1993-10-31,OH,500/1000,1027,1675.28,102029,460914,FEMALE,Masters,tech-support,reading,unmarried,1096,-24131,2015-01-03,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Columbus,1126 Texas Hwy,20,1,YES,2,2,NO,64941,13532,7952,43527,Chevrolet,Passat,1999,N
275,32,440138,2013-04-03,OH,500/1000,1000,1409.28,68335,464947,FEMALE,JD,other-service,bungie-jumping,not-in-family,42,-47535,2015-02-27,Single Vehicle Collision,Front Collision,Major Damage,Other,PA,Hillsdale,6603 Francis Hwy,17,1,YES,2,0,U,16264,5633,2012,62485,Chevrolet,Camry,2006,N
128,49,947939,2000-05-21,OH,100/300,2000,1203.22,72075,451668,FEMALE,College,craft-repair,skydiving,unmarried,68214,-65418,2015-01-07,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Hillsdale,4872 Rock Ridge,19,4,YES,2,2,NO,6447,8494,12800,2598,Jeep,X5,2002,N
178,46,538419,2007-05-06,OH,500/1000,500,1233.14,-3769,601095,FEMALE,Masters,priv-house-serv,basketball,unmarried,45183,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,3220 Rock Drive,15,3,YES,1,2,YES,48197,4892,6331,31812,Toyota,ML350,2003,Y
164,48,968739,1992-01-05,OH,100/300,500,1466.74,-17511,615258,MALE,Associate,tech-support,reading,unmarried,1259,0,2015-01-02,Parked Car,U,Trivial Damage,None,NY,Northbend,6067 Weaver Ridge,14,1,U,1,2,YES,12405,1406,194,11580,Mercedes,Grand Cherokee,2014,N
34,35,225225,1999-04-07,IL,500/1000,955,1625.44,4630441,442601,MALE,High School,transport-moving,chess,own-child,30253,-63925,2015-02-22,Single Vehicle Collision,U,Minor Damage,Police,SC,Northbend,9724 Maple St,7,3,U,0,3,YES,46784,2121,12774,44825,Nissan,92x,2007,Y
339,37,198370,2007-03-03,OH,250/500,1014,1683.93,1184,430104,MALE,Associate,tech-support,base-jumping,wife,0,-34429,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7551 Britain Lane,15,1,NO,2,3,U,56857,5257,16452,32718,Audi,95,2002,N
260,36,897291,2007-03-25,OH,500/1000,954,2047.59,-72887,472238,MALE,JD,protective-serv,yachting,other-relative,47736,0,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,8281 Lincoln Lane,18,1,NO,1,3,YES,61248,7762,7484,51396,Nissan,Camry,2013,N
